batch_data,timestamp,area_name,people
2025-09-03,2025-09-03 23:25:07 UTC,Ullevaal_Stadion,3456
2025-09-03,2025-09-03 23:30:05 UTC,Ullevaal_Stadion,3384
2025-09-03,2025-09-03 23:35:10 UTC,Ullevaal_Stadion,3344
2025-09-03,2025-09-03 23:40:06 UTC,Ullevaal_Stadion,3416
2025-09-03,2025-09-03 23:45:06 UTC,Ullevaal_Stadion,3311
2025-09-03,2025-09-03 23:50:07 UTC,Ullevaal_Stadion,3296
2025-09-03,2025-09-03 23:55:10 UTC,Ullevaal_Stadion,3284
2025-09-04,2025-09-04 00:00:08 UTC,Ullevaal_Stadion,3284
2025-09-04,2025-09-04 00:05:07 UTC,Ullevaal_Stadion,3384
2025-09-04,2025-09-04 00:10:10 UTC,Ullevaal_Stadion,3300
2025-09-04,2025-09-04 00:15:10 UTC,Ullevaal_Stadion,3353
2025-09-04,2025-09-04 00:20:06 UTC,Ullevaal_Stadion,3287
2025-09-04,2025-09-04 00:25:06 UTC,Ullevaal_Stadion,3356
2025-09-04,2025-09-04 00:30:07 UTC,Ullevaal_Stadion,3351
2025-09-04,2025-09-04 00:35:06 UTC,Ullevaal_Stadion,3278
2025-09-04,2025-09-04 00:40:06 UTC,Ullevaal_Stadion,3291
2025-09-04,2025-09-04 00:45:11 UTC,Ullevaal_Stadion,3396
2025-09-04,2025-09-04 00:50:10 UTC,Ullevaal_Stadion,3298
2025-09-04,2025-09-04 00:55:06 UTC,Ullevaal_Stadion,3351
2025-09-04,2025-09-04 01:00:07 UTC,Ullevaal_Stadion,3278
2025-09-04,2025-09-04 01:05:06 UTC,Ullevaal_Stadion,3269
2025-09-04,2025-09-04 01:10:05 UTC,Ullevaal_Stadion,3278
2025-09-04,2025-09-04 01:15:06 UTC,Ullevaal_Stadion,3282
2025-09-04,2025-09-04 01:20:09 UTC,Ullevaal_Stadion,3313
2025-09-04,2025-09-04 01:25:06 UTC,Ullevaal_Stadion,3276
2025-09-04,2025-09-04 01:30:10 UTC,Ullevaal_Stadion,3293
2025-09-04,2025-09-04 01:35:09 UTC,Ullevaal_Stadion,3324
2025-09-04,2025-09-04 01:40:06 UTC,Ullevaal_Stadion,3249
2025-09-04,2025-09-04 01:45:06 UTC,Ullevaal_Stadion,3309
2025-09-04,2025-09-04 01:50:07 UTC,Ullevaal_Stadion,3258
2025-09-04,2025-09-04 01:55:07 UTC,Ullevaal_Stadion,3296
2025-09-04,2025-09-04 02:00:06 UTC,Ullevaal_Stadion,3264
2025-09-04,2025-09-04 02:05:07 UTC,Ullevaal_Stadion,3242
2025-09-04,2025-09-04 02:10:06 UTC,Ullevaal_Stadion,3198
2025-09-04,2025-09-04 02:15:06 UTC,Ullevaal_Stadion,3204
2025-09-04,2025-09-04 02:20:09 UTC,Ullevaal_Stadion,3200
2025-09-04,2025-09-04 02:25:09 UTC,Ullevaal_Stadion,3231
2025-09-04,2025-09-04 02:30:09 UTC,Ullevaal_Stadion,3211
2025-09-04,2025-09-04 02:35:06 UTC,Ullevaal_Stadion,3182
2025-09-04,2025-09-04 02:40:06 UTC,Ullevaal_Stadion,3162
2025-09-04,2025-09-04 02:45:10 UTC,Ullevaal_Stadion,3164
2025-09-04,2025-09-04 02:50:06 UTC,Ullevaal_Stadion,3158
