batch_data,timestamp,area_name,people,country
2025-09-03,2025-09-03 11:20:05 UTC,Ullevaal_Stadion,144,DE
2025-09-03,2025-09-03 11:20:05 UTC,Ullevaal_Stadion,76,PL
2025-09-03,2025-09-03 11:20:05 UTC,Ullevaal_Stadion,113,NL
2025-09-03,2025-09-03 11:25:05 UTC,Ullevaal_Stadion,47,UA
2025-09-03,2025-09-03 11:25:05 UTC,Ullevaal_Stadion,131,DE
2025-09-03,2025-09-03 11:25:05 UTC,Ullevaal_Stadion,4773,NO
2025-09-03,2025-09-03 11:25:05 UTC,Ullevaal_Stadion,82,PL
2025-09-03,2025-09-03 11:25:05 UTC,Ullevaal_Stadion,109,NL
2025-09-03,2025-09-03 11:25:05 UTC,Ullevaal_Stadion,324,REST
2025-09-03,2025-09-03 11:25:05 UTC,Ullevaal_Stadion,53,FI
2025-09-03,2025-09-03 11:30:05 UTC,Ullevaal_Stadion,138,DE
2025-09-03,2025-09-03 11:30:05 UTC,Ullevaal_Stadion,113,NL
2025-09-03,2025-09-03 11:30:05 UTC,Ullevaal_Stadion,4760,NO
2025-09-03,2025-09-03 11:30:05 UTC,Ullevaal_Stadion,47,UA
2025-09-03,2025-09-03 11:30:05 UTC,Ullevaal_Stadion,338,REST
2025-09-03,2025-09-03 11:30:05 UTC,Ullevaal_Stadion,56,FI
2025-09-03,2025-09-03 11:30:05 UTC,Ullevaal_Stadion,78,PL
2025-09-03,2025-09-03 11:35:07 UTC,Ullevaal_Stadion,53,FI
2025-09-03,2025-09-03 11:35:07 UTC,Ullevaal_Stadion,138,DE
2025-09-03,2025-09-03 11:35:07 UTC,Ullevaal_Stadion,4747,NO
2025-09-03,2025-09-03 11:35:07 UTC,Ullevaal_Stadion,104,NL
2025-09-03,2025-09-03 11:35:07 UTC,Ullevaal_Stadion,329,REST
2025-09-03,2025-09-03 11:35:07 UTC,Ullevaal_Stadion,78,PL
2025-09-03,2025-09-03 11:35:07 UTC,Ullevaal_Stadion,47,UA
2025-09-03,2025-09-03 11:40:04 UTC,Ullevaal_Stadion,4684,NO
2025-09-03,2025-09-03 11:40:04 UTC,Ullevaal_Stadion,138,DE
2025-09-03,2025-09-03 11:40:04 UTC,Ullevaal_Stadion,56,FI
2025-09-03,2025-09-03 11:40:04 UTC,Ullevaal_Stadion,104,NL
2025-09-03,2025-09-03 11:40:04 UTC,Ullevaal_Stadion,331,REST
2025-09-03,2025-09-03 11:40:04 UTC,Ullevaal_Stadion,67,PL
2025-09-03,2025-09-03 11:40:04 UTC,Ullevaal_Stadion,47,UA
2025-09-03,2025-09-03 11:45:10 UTC,Ullevaal_Stadion,49,UA
2025-09-03,2025-09-03 11:45:10 UTC,Ullevaal_Stadion,153,DE
2025-09-03,2025-09-03 11:45:10 UTC,Ullevaal_Stadion,4662,NO
2025-09-03,2025-09-03 11:45:10 UTC,Ullevaal_Stadion,67,PL
2025-09-03,2025-09-03 11:45:10 UTC,Ullevaal_Stadion,53,FI
2025-09-03,2025-09-03 11:45:10 UTC,Ullevaal_Stadion,107,NL
2025-09-03,2025-09-03 11:45:10 UTC,Ullevaal_Stadion,329,REST
2025-09-03,2025-09-03 11:50:11 UTC,Ullevaal_Stadion,4671,NO
2025-09-03,2025-09-03 11:50:11 UTC,Ullevaal_Stadion,349,REST
2025-09-03,2025-09-03 11:50:11 UTC,Ullevaal_Stadion,144,DE
2025-09-03,2025-09-03 11:50:11 UTC,Ullevaal_Stadion,118,NL
2025-09-03,2025-09-03 11:50:11 UTC,Ullevaal_Stadion,56,UA
2025-09-03,2025-09-03 11:50:11 UTC,Ullevaal_Stadion,73,PL
2025-09-03,2025-09-03 11:55:07 UTC,Ullevaal_Stadion,53,UA
2025-09-03,2025-09-03 11:55:07 UTC,Ullevaal_Stadion,136,DE
2025-09-03,2025-09-03 11:55:07 UTC,Ullevaal_Stadion,327,REST
2025-09-03,2025-09-03 11:55:07 UTC,Ullevaal_Stadion,62,PL
2025-09-03,2025-09-03 11:55:07 UTC,Ullevaal_Stadion,4693,NO
2025-09-03,2025-09-03 11:55:07 UTC,Ullevaal_Stadion,102,NL
2025-09-03,2025-09-03 12:00:10 UTC,Ullevaal_Stadion,142,DE
2025-09-03,2025-09-03 12:00:10 UTC,Ullevaal_Stadion,111,NL
2025-09-03,2025-09-03 12:00:10 UTC,Ullevaal_Stadion,322,REST
2025-09-03,2025-09-03 12:00:10 UTC,Ullevaal_Stadion,73,PL
2025-09-03,2025-09-03 12:00:10 UTC,Ullevaal_Stadion,4618,NO
2025-09-03,2025-09-03 12:00:10 UTC,Ullevaal_Stadion,49,UA
2025-09-03,2025-09-03 12:05:18 UTC,Ullevaal_Stadion,124,NL
2025-09-03,2025-09-03 12:05:18 UTC,Ullevaal_Stadion,329,REST
2025-09-03,2025-09-03 12:05:18 UTC,Ullevaal_Stadion,4596,NO
2025-09-03,2025-09-03 12:05:18 UTC,Ullevaal_Stadion,120,DE
2025-09-03,2025-09-03 12:05:18 UTC,Ullevaal_Stadion,78,PL
2025-09-03,2025-09-03 12:05:18 UTC,Ullevaal_Stadion,58,UA
2025-09-03,2025-09-03 12:10:04 UTC,Ullevaal_Stadion,71,PL
2025-09-03,2025-09-03 12:10:04 UTC,Ullevaal_Stadion,116,NL
2025-09-03,2025-09-03 12:10:04 UTC,Ullevaal_Stadion,122,DE
2025-09-03,2025-09-03 12:10:04 UTC,Ullevaal_Stadion,4478,NO
2025-09-03,2025-09-03 12:10:04 UTC,Ullevaal_Stadion,53,UA
2025-09-03,2025-09-03 12:10:04 UTC,Ullevaal_Stadion,320,REST
2025-09-03,2025-09-03 12:15:09 UTC,Ullevaal_Stadion,104,NL
2025-09-03,2025-09-03 12:15:09 UTC,Ullevaal_Stadion,71,PL
2025-09-03,2025-09-03 12:15:09 UTC,Ullevaal_Stadion,320,REST
2025-09-03,2025-09-03 12:15:09 UTC,Ullevaal_Stadion,4431,NO
2025-09-03,2025-09-03 12:15:09 UTC,Ullevaal_Stadion,58,UA
2025-09-03,2025-09-03 12:15:09 UTC,Ullevaal_Stadion,136,DE
2025-09-03,2025-09-03 12:20:06 UTC,Ullevaal_Stadion,4353,NO
2025-09-03,2025-09-03 12:20:06 UTC,Ullevaal_Stadion,113,NL
2025-09-03,2025-09-03 12:20:06 UTC,Ullevaal_Stadion,136,DE
2025-09-03,2025-09-03 12:20:06 UTC,Ullevaal_Stadion,333,REST
2025-09-03,2025-09-03 12:20:06 UTC,Ullevaal_Stadion,60,UA
2025-09-03,2025-09-03 12:20:06 UTC,Ullevaal_Stadion,69,PL
2025-09-03,2025-09-03 12:25:05 UTC,Ullevaal_Stadion,116,NL
2025-09-03,2025-09-03 12:25:05 UTC,Ullevaal_Stadion,322,REST
2025-09-03,2025-09-03 12:25:05 UTC,Ullevaal_Stadion,60,UA
2025-09-03,2025-09-03 12:25:05 UTC,Ullevaal_Stadion,69,PL
2025-09-03,2025-09-03 12:25:05 UTC,Ullevaal_Stadion,4360,NO
2025-09-03,2025-09-03 12:25:05 UTC,Ullevaal_Stadion,131,DE
2025-09-03,2025-09-03 12:30:16 UTC,Ullevaal_Stadion,138,DE
2025-09-03,2025-09-03 12:30:16 UTC,Ullevaal_Stadion,316,REST
2025-09-03,2025-09-03 12:30:16 UTC,Ullevaal_Stadion,73,PL
2025-09-03,2025-09-03 12:30:16 UTC,Ullevaal_Stadion,4331,NO
2025-09-03,2025-09-03 12:30:16 UTC,Ullevaal_Stadion,69,UA
2025-09-03,2025-09-03 12:30:16 UTC,Ullevaal_Stadion,131,NL
2025-09-03,2025-09-03 12:35:06 UTC,Ullevaal_Stadion,4416,NO
2025-09-03,2025-09-03 12:35:06 UTC,Ullevaal_Stadion,118,NL
2025-09-03,2025-09-03 12:35:06 UTC,Ullevaal_Stadion,62,UA
2025-09-03,2025-09-03 12:35:06 UTC,Ullevaal_Stadion,140,DE
2025-09-03,2025-09-03 12:35:06 UTC,Ullevaal_Stadion,311,REST
2025-09-03,2025-09-03 12:35:06 UTC,Ullevaal_Stadion,76,PL
2025-09-03,2025-09-03 12:40:10 UTC,Ullevaal_Stadion,313,REST
2025-09-03,2025-09-03 12:40:10 UTC,Ullevaal_Stadion,64,UA
2025-09-03,2025-09-03 12:40:10 UTC,Ullevaal_Stadion,127,NL
2025-09-03,2025-09-03 12:40:10 UTC,Ullevaal_Stadion,142,DE
2025-09-03,2025-09-03 12:40:10 UTC,Ullevaal_Stadion,4469,NO
2025-09-03,2025-09-03 12:40:10 UTC,Ullevaal_Stadion,69,PL
2025-09-03,2025-09-03 12:45:05 UTC,Ullevaal_Stadion,318,REST
2025-09-03,2025-09-03 12:45:05 UTC,Ullevaal_Stadion,144,DE
2025-09-03,2025-09-03 12:45:05 UTC,Ullevaal_Stadion,58,UA
2025-09-03,2025-09-03 12:45:05 UTC,Ullevaal_Stadion,133,NL
2025-09-03,2025-09-03 12:45:05 UTC,Ullevaal_Stadion,73,PL
2025-09-03,2025-09-03 12:45:05 UTC,Ullevaal_Stadion,4400,NO
2025-09-03,2025-09-03 12:50:05 UTC,Ullevaal_Stadion,58,UA
2025-09-03,2025-09-03 12:50:05 UTC,Ullevaal_Stadion,73,PL
2025-09-03,2025-09-03 12:50:05 UTC,Ullevaal_Stadion,127,NL
2025-09-03,2025-09-03 12:50:05 UTC,Ullevaal_Stadion,147,DE
2025-09-03,2025-09-03 12:50:05 UTC,Ullevaal_Stadion,331,REST
2025-09-03,2025-09-03 12:50:05 UTC,Ullevaal_Stadion,4340,NO
2025-09-03,2025-09-03 12:55:07 UTC,Ullevaal_Stadion,327,REST
2025-09-03,2025-09-03 12:55:07 UTC,Ullevaal_Stadion,4418,NO
2025-09-03,2025-09-03 12:55:07 UTC,Ullevaal_Stadion,136,NL
2025-09-03,2025-09-03 12:55:07 UTC,Ullevaal_Stadion,71,UA
2025-09-03,2025-09-03 12:55:07 UTC,Ullevaal_Stadion,131,DE
2025-09-03,2025-09-03 12:55:07 UTC,Ullevaal_Stadion,73,PL
2025-09-03,2025-09-03 13:00:12 UTC,Ullevaal_Stadion,4353,NO
2025-09-03,2025-09-03 13:00:12 UTC,Ullevaal_Stadion,127,DE
2025-09-03,2025-09-03 13:00:12 UTC,Ullevaal_Stadion,71,PL
2025-09-03,2025-09-03 13:00:12 UTC,Ullevaal_Stadion,64,UA
2025-09-03,2025-09-03 13:00:12 UTC,Ullevaal_Stadion,131,NL
2025-09-03,2025-09-03 13:00:12 UTC,Ullevaal_Stadion,324,REST
2025-09-03,2025-09-03 13:05:07 UTC,Ullevaal_Stadion,67,UA
2025-09-03,2025-09-03 13:05:07 UTC,Ullevaal_Stadion,4258,NO
2025-09-03,2025-09-03 13:05:07 UTC,Ullevaal_Stadion,329,REST
2025-09-03,2025-09-03 13:05:07 UTC,Ullevaal_Stadion,69,PL
2025-09-03,2025-09-03 13:05:07 UTC,Ullevaal_Stadion,138,DE
2025-09-03,2025-09-03 13:05:07 UTC,Ullevaal_Stadion,129,NL
2025-09-03,2025-09-03 13:10:06 UTC,Ullevaal_Stadion,4276,NO
2025-09-03,2025-09-03 13:10:06 UTC,Ullevaal_Stadion,342,REST
2025-09-03,2025-09-03 13:10:06 UTC,Ullevaal_Stadion,62,UA
2025-09-03,2025-09-03 13:10:06 UTC,Ullevaal_Stadion,144,DE
2025-09-03,2025-09-03 13:10:06 UTC,Ullevaal_Stadion,124,NL
2025-09-03,2025-09-03 13:10:06 UTC,Ullevaal_Stadion,69,PL
2025-09-03,2025-09-03 13:15:10 UTC,Ullevaal_Stadion,142,DE
2025-09-03,2025-09-03 13:15:10 UTC,Ullevaal_Stadion,4211,NO
2025-09-03,2025-09-03 13:15:10 UTC,Ullevaal_Stadion,133,NL
2025-09-03,2025-09-03 13:15:10 UTC,Ullevaal_Stadion,69,UA
2025-09-03,2025-09-03 13:15:10 UTC,Ullevaal_Stadion,340,REST
2025-09-03,2025-09-03 13:15:10 UTC,Ullevaal_Stadion,76,PL
2025-09-03,2025-09-03 13:20:11 UTC,Ullevaal_Stadion,4282,NO
2025-09-03,2025-09-03 13:20:11 UTC,Ullevaal_Stadion,122,NL
2025-09-03,2025-09-03 13:20:11 UTC,Ullevaal_Stadion,338,REST
2025-09-03,2025-09-03 13:20:11 UTC,Ullevaal_Stadion,80,PL
2025-09-03,2025-09-03 13:20:11 UTC,Ullevaal_Stadion,71,UA
2025-09-03,2025-09-03 13:20:11 UTC,Ullevaal_Stadion,158,DE
2025-09-03,2025-09-03 13:25:05 UTC,Ullevaal_Stadion,158,DE
2025-09-03,2025-09-03 13:25:05 UTC,Ullevaal_Stadion,129,NL
2025-09-03,2025-09-03 13:25:05 UTC,Ullevaal_Stadion,69,UA
2025-09-03,2025-09-03 13:25:05 UTC,Ullevaal_Stadion,76,PL
2025-09-03,2025-09-03 13:25:05 UTC,Ullevaal_Stadion,336,REST
2025-09-03,2025-09-03 13:25:05 UTC,Ullevaal_Stadion,4211,NO
2025-09-03,2025-09-03 13:30:11 UTC,Ullevaal_Stadion,129,DE
2025-09-03,2025-09-03 13:30:11 UTC,Ullevaal_Stadion,80,PL
2025-09-03,2025-09-03 13:30:11 UTC,Ullevaal_Stadion,4080,NO
2025-09-03,2025-09-03 13:30:11 UTC,Ullevaal_Stadion,320,REST
2025-09-03,2025-09-03 13:30:11 UTC,Ullevaal_Stadion,73,UA
2025-09-03,2025-09-03 13:30:11 UTC,Ullevaal_Stadion,124,NL
